ticker,strategy,region,latest_signal,latest_signal_date,final_price,total_return,buy_hold_return
4568.T,VWAP,Asia,SELL,2025-10-29,2526.5,-0.09453737203424407,0.09542192115345632
4568.T,Supertrend,Asia,SELL,2026-04-24,2526.5,-0.5668880833670211,0.09542192115345632
4568.T,Parabolic_SAR,Asia,BUY,2026-06-18,2526.5,-0.5839105808526625,0.09542192115345632
4568.T,Williams_R,Asia,SELL,2026-06-19,2526.5,1.246452810107476,0.09542192115345632
4568.T,ROC_Momentum,Asia,BUY,2026-06-19,2526.5,-0.47248090098030626,0.09542192115345632
4568.T,Donchian_Channel,Asia,SELL,2026-06-04,2526.5,-0.43283102212475577,0.09542192115345632
4568.T,Keltner_Channel,Asia,SELL,2026-06-24,2526.5,-0.30329961535982436,0.09542192115345632
8058.T,RSI,Asia,BUY,2026-06-23,4530.0,0.21342062741874998,4.1602715480101295
8058.T,ADX_DI,Asia,SELL,2026-05-28,4530.0,1.8454514926323242,4.1602715480101295
8058.T,ATR_Breakout,Asia,SELL,2026-05-25,4530.0,0.3568952540327835,4.1602715480101295
8058.T,SMA_Crossover,Asia,BUY,2025-06-02,4530.0,1.9130860005089318,4.1602715480101295
8058.T,EMA_Crossover,Asia,SELL,2026-05-29,4530.0,1.6848753456078593,4.1602715480101295
8058.T,MACD,Asia,SELL,2026-05-25,4530.0,1.519443979752688,4.1602715480101295
8058.T,Bollinger_Mean_Reversion,Asia,SELL,2026-05-25,4530.0,0.17249803140456807,4.1602715480101295
8058.T,Stochastic,Asia,BUY,2026-06-01,4530.0,0.19795634279907937,4.1602715480101295
8058.T,CCI,Asia,BUY,2026-06-10,4530.0,0.6270843397060717,4.1602715480101295
8058.T,MFI,Asia,BUY,2026-05-01,4530.0,0.001250522312909743,4.1602715480101295
8058.T,OBV,Asia,SELL,2026-05-27,4530.0,1.514333084008049,4.1602715480101295
8058.T,VWAP,Asia,SELL,2022-07-13,4530.0,0.0059748404686142745,4.1602715480101295
8058.T,Supertrend,Asia,SELL,2026-05-28,4530.0,1.3576142459820213,4.1602715480101295
8058.T,Parabolic_SAR,Asia,SELL,2026-06-19,4530.0,1.691146066912607,4.1602715480101295
8058.T,Williams_R,Asia,BUY,2026-06-15,4530.0,0.41230353828146016,4.1602715480101295
8058.T,ROC_Momentum,Asia,SELL,2026-05-25,4530.0,1.2832797760693115,4.1602715480101295
8058.T,Donchian_Channel,Asia,SELL,2026-06-10,4530.0,1.1245523010411915,4.1602715480101295
8058.T,Keltner_Channel,Asia,SELL,2026-06-24,4530.0,1.550492514621629,4.1602715480101295
6367.T,RSI,Asia,SELL,2026-06-23,23490.0,0.34883182277996877,0.2088401501762922
6367.T,ADX_DI,Asia,SELL,2026-06-24,23490.0,-0.1730875100522957,0.2088401501762922
